"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"970041376749449216","","","2018-03-03 21:01:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SoVeryFinnish: When other countries go all melodramatic about a little chill. 
(via @NordicEdward) https://t.co/Hz6sBcMS9j","968963391397203968","3138646186","2018-02-28 21:37:29 +0000","https://twitter.com/SoVeryFinnish/status/968963391397203968/photo/1,https://twitter.com/SoVeryFinnish/status/968963391397203968/photo/1"
"970041287695986688","","","2018-03-03 21:00:40 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My husband is too vanilla to understand vanilla. 
#ChikkuChikki #WeekendDiaries","","","",""
"969964857687764993","","","2018-03-03 15:56:57 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Engineer’s go to method to solve all unsolvable problems
Switch it off and turn it on again. 
Works. Every. Single. Time.","","","",""
"969840691189727233","","","2018-03-03 07:43:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#Ludicrous idea - copy paste across devices by staring into one device and glancing into another.","","","",""
"969818968885116928","","","2018-03-03 06:17:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @eclipsebegin: i'm absolutely fucking LOSING IT https://t.co/dNvLi3jTUE","969047504187621376","3255479989","2018-03-01 03:11:43 +0000","https://twitter.com/eclipsebegin/status/969047504187621376/photo/1,https://twitter.com/eclipsebegin/status/969047504187621376/photo/1,https://twitter.com/eclipsebegin/status/969047504187621376/photo/1,https://twitter.com/eclipsebegin/status/969047504187621376/photo/1,https://twitter.com/eclipsebegin/status/969047504187621376/photo/1,https://twitter.com/eclipsebegin/status/969047504187621376/photo/1"
"969512968634314753","","","2018-03-02 10:01:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @shekharkapur: Lessons of Life : I struggled against being locked in a coffin. The coffin of reasonabelness. The coffin of the mundane.…","969413142886301696","15093629","2018-03-02 03:24:38 +0000",""
"969510834153013248","","","2018-03-02 09:52:50 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ltsHarryPotter: Harry Potter characters and iconic quotes. https://t.co/uNbx4ROEsF","969349192094306304","1561145676","2018-03-01 23:10:31 +0000","https://twitter.com/ltsHarryPotter/status/969349192094306304/photo/1,https://twitter.com/ltsHarryPotter/status/969349192094306304/photo/1"
"968211961094656000","","","2018-02-26 19:51:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thisisinsider: Check out these nine morning commutes 🚉 https://t.co/hRdyiUtgQm","967610123068649472","3226282347","2018-02-25 04:00:05 +0000","https://twitter.com/thisisinsider/status/967610123068649472/video/1,https://twitter.com/thisisinsider/status/967610123068649472/video/1"
"967705029963530240","","","2018-02-25 10:17:12 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @cathicks: Justin Trudeau's youngest child does not give a single fuck. 

I am inspired. https://t.co/VjQvvELeKQ","967225466556837888","14815626","2018-02-24 02:31:36 +0000","https://twitter.com/cathicks/status/967225466556837888/photo/1,https://twitter.com/cathicks/status/967225466556837888/photo/1,https://twitter.com/cathicks/status/967225466556837888/photo/1,https://twitter.com/cathicks/status/967225466556837888/photo/1,https://twitter.com/cathicks/status/967225466556837888/photo/1,https://twitter.com/cathicks/status/967225466556837888/photo/1,https://twitter.com/cathicks/status/967225466556837888/photo/1,https://twitter.com/cathicks/status/967225466556837888/photo/1"
"967073289335078912","","","2018-02-23 16:26:54 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hookah acha nahi hai, 
Awaaz acha hai. 
#FNCS #Tiny","","","",""
"966908092251226113","","","2018-02-23 05:30:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @divyankmoreyeah: 😂 https://t.co/VXUsvbcbD1","966877389157478400","17445624","2018-02-23 03:28:27 +0000","https://twitter.com/BollywoodGandu/status/966593373934178304,https://twitter.com/BollywoodGandu/status/966593373934178304"
"965956726649507840","","","2018-02-20 14:30:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DJSchuette: @Mikel_Jollett I’m going to share a brief thread with you that will lay bare both the “mental illness,” and “it’s not the g…","965818687461740545","2239825045","2018-02-20 05:21:33 +0000",""
"965226469806039041","","","2018-02-18 14:08:18 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @mumbaiheritage: Today in 1665, English took possession of Island of Bombay from Portuguese. Instrument of possession was signed at Mano…","965094509368528897","1181185220","2018-02-18 05:23:56 +0000","https://twitter.com/mumbaiheritage/status/965094509368528897/photo/1"
"965220543959109632","","","2018-02-18 13:44:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Shahid_Online: Adorable photo of @shahidkapoor ❤ and #MiraKapoor shared by her on #Instagram 
https://t.co/9C9wziVhY0
Captured by @jose…","964851898833670147","70565268","2018-02-17 13:19:53 +0000","https://www.instagram.com/p/BfTDVMQFFP8/,https://www.instagram.com/p/BfTDVMQFFP8/,https://twitter.com/Shahid_Online/status/964851898833670147/photo/1"
"965167828880904192","","","2018-02-18 10:15:17 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Lisaraniray: Hello London my old friend. A visit incomplete without an upturned gaze @Victoriaandalbe https://t.co/A20To1FIh2","965166673098608640","69771400","2018-02-18 10:10:41 +0000","https://twitter.com/Lisaraniray/status/965166673098608640/photo/1,https://twitter.com/Lisaraniray/status/965166673098608640/photo/1"
"964563301639380992","","","2018-02-16 18:13:06 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Let’s go back. 
Be drawn into the allure of symmetry and geometry.
#traveldiaries #bnw #srilanka… https://t.co/CTM0nPJXRr","","","","https://www.instagram.com/p/BfRGdtGjerQ/"
"964424293542084613","","","2018-02-16 09:00:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @dylanmarron: Three years ago I made a video series called Every Single Word where I edited down popular movies to only the words spoken…","963816505883414528","165678616","2018-02-14 16:45:36 +0000",""
"964104415006330881","","","2018-02-15 11:49:39 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @House_Feminist: I secretly hope that twitter keeps extending the character limit as a social experiment, slowly conditioning our attent…","957109143650820097","51752499","2018-01-27 04:32:56 +0000",""
"964103255373615104","","","2018-02-15 11:45:02 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @mihirmodi: If you go from Malad to Andheri on Link Road, you go from infinity to infinity.","603520460752453632","17247796","2015-05-27 11:17:45 +0000",""
"963851022077648896","","","2018-02-14 19:02:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @mashable: A Dutch sculptor spent 27 years building giant kinetic creatures https://t.co/QP2WZMIeem","963833482903343105","972651","2018-02-14 17:53:04 +0000","https://twitter.com/mashable/status/963833482903343105/video/1,https://twitter.com/mashable/status/963833482903343105/video/1"
"963785542646353930","","","2018-02-14 14:42:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thevirdas: Bhai lekin cucumber toh sodium ke train se Chanda ki taraf suitcase lekar swiming kar Raha hai. https://t.co/rOwjfizIlj","963771941931966464","108252113","2018-02-14 13:48:31 +0000","https://twitter.com/bluntonomics/status/963771216422232066,https://twitter.com/bluntonomics/status/963771216422232066"
"963428152520429568","","","2018-02-13 15:02:25 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @catccohen: me running uphill - call the paramedics 
me running downhill - is it too late to be in this year’s olympics?","962409243256254466","448607452","2018-02-10 19:33:38 +0000",""
"962668600896221184","","","2018-02-11 12:44:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Seems like the end of summer vacations, tomorrow, we restart, anew #Hopefully #WeekendDiaries","","","",""
"962596678158106624","","","2018-02-11 07:58:26 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @FilmHistoryPic: (early 1990s) Renuka Shahane and Siddharth Kak reading letters sent by viewers of tv show ‘SURABHI’. https://t.co/dEAwI…","962282509840023552","842470674107142144","2018-02-10 11:10:03 +0000","https://twitter.com/FilmHistoryPic/status/962282509840023552/photo/1"
"962365316813615104","","","2018-02-10 16:39:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @kalyanrath: In 500 years, the collective experience of our lives will be worth 1 mark in some kid’s 9th grade history exam.","962049060482957313","44595330","2018-02-09 19:42:24 +0000",""
"961973796453404672","961960594999074816","141847443","2018-02-09 14:43:20 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@BiraSpeaking Been toying with the idea of prepaid horns for a while let me know if you can think of an easy way to recharge them. It seems good enough to write to the authorities even, might just work. IMHO","","","",""
"961970341093527553","","","2018-02-09 14:29:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ChauncySmartt: Scooby Doo is basically a show that teaches kids that the villains in our lives are usually not strangers, but rather pe…","961642088503889920","3370817271","2018-02-08 16:45:15 +0000","https://twitter.com/jillyanais/status/890405624290328576"
"960809841416585216","","","2018-02-06 09:38:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @waitbutwhy: Can't believe I never realized this immensely satisfying shit before:

6 x 5 x 2 minutes in an hour
8 x 3 hours in a day
7…","960597444366094338","1282121312","2018-02-05 19:34:12 +0000",""
"960436273780420608","","","2018-02-05 08:53:46 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @MythvsFactss: If you view a bald eagle... https://t.co/D1H2SE2TM1","960189672935821312","1011363691","2018-02-04 16:33:52 +0000","https://twitter.com/MythvsFactss/status/960189672935821312/photo/1,https://twitter.com/MythvsFactss/status/960189672935821312/photo/1"
"956855772612358145","","","2018-01-26 11:46:08 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @showersthinker: Imagine how terrifying fire would be if it wasn't a light source...","812983832827822080","63404409","2016-12-25 11:30:24 +0000",""
"956735584201928704","","","2018-01-26 03:48:33 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Steve_OS: No idea what this game is called, but whoever made it, is the devil. https://t.co/Ec98aGXSDD","956164448322031616","19166504","2018-01-24 13:59:03 +0000","https://twitter.com/P_MEN876/status/955430679646371840/video/1,https://twitter.com/P_MEN876/status/955430679646371840/video/1"
"956370225674375168","","","2018-01-25 03:36:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @HoeZaay: @IndiaToday  https://t.co/a9EEBxaAV2","956244737786351616","38479920","2018-01-24 19:18:06 +0000","https://twitter.com/HoeZaay/status/956244737786351616/photo/1,https://twitter.com/HoeZaay/status/956244737786351616/photo/1"
"956341881582927872","","","2018-01-25 01:44:07 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @mashable: Cook without fuel or smoke with this solar grill https://t.co/hAZyuwzYey","956325511491301376","972651","2018-01-25 00:39:04 +0000","https://twitter.com/mashable/status/956325511491301376/video/1,https://twitter.com/mashable/status/956325511491301376/video/1"
"956051550715219968","","","2018-01-24 06:30:26 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Daylight and rest, 
bringing clarity and calm.
does not solve the problem, but the calm and clarity makes looking for a solution that much better. 
when faced with a seemingly unsolvable problem, grab a cup of coffee &amp; sleep.
#JamBaba","","","",""
"956010860509630464","955877116595396611","38696238","2018-01-24 03:48:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@punit132 Hehe thank you for wishes and the heads up, I’ll see you on the other side :)","","","",""
"956008796245123072","","","2018-01-24 03:40:33 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @mijukusdreamer: me when someone tries to get to know me https://t.co/HyrAcHhnzv","955881319732563969","191388631","2018-01-23 19:14:00 +0000","https://twitter.com/mijukusdreamer/status/955881319732563969/photo/1,https://twitter.com/mijukusdreamer/status/955881319732563969/photo/1"
"955861683863367681","","","2018-01-23 17:55:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Second time in six months, less than hundered hours away. 
Answer to why? might just be a spirit animal and a hilarious meme. 
Immensely grateful to have Thor.","","","",""
"955860016837271552","","","2018-01-23 17:49:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @mikesanz19: Alexis Sanchez: ""It's my dream to join Manchester United""

Reporter: ""You've said in the past your dream was to join Barcel…","955553183530651648","710579875","2018-01-22 21:30:06 +0000",""
"955700762792914944","955688333379698688","31429379","2018-01-23 07:16:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Thetalllguy 😂😂😂","","","",""
"955676298759852032","","","2018-01-23 05:39:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Crossing the bollywoodish milestone “cards batt chuke hai” 
and now that we’re crossing it, it really is a major milestone!","","","",""
"955128241831817219","","","2018-01-21 17:21:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Frontlining change. 
Not rebels, revolutionaries. 
#InviteOnly","","","",""
"953686756427161601","","","2018-01-17 17:53:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","news has arrived that the ex(es) have checked themselves out of the company inventory. They now begin their long journey into our arms, from one edge of the map to another (almost).","","","",""
"953495938370293761","","","2018-01-17 05:15:21 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Re-installing the free editing app: free (duh) 
Swiping through the filters: 10 mins
Throwback… https://t.co/mHQPk3GcZ9","","","","https://www.instagram.com/p/BeCdm1-jHMu/"
"953299417230127104","","","2018-01-16 16:14:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","and yet again, baap baap hota hai moment! #ClientCalls #JohnLenon #SoMuchToLearn","","","",""
"952960683318042624","","","2018-01-15 17:48:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BuzzFeedIndia: ""What if all men disappear?"", ""What's the biggest explosion we can possibly create?"", ""What's it like to travel into a b…","952918311322480640","2218274526","2018-01-15 15:00:04 +0000","http://bzfd.it/2Dghu7C"
"952111803185602561","","","2018-01-13 09:35:17 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Johnny_Strategy: The Omoshiro (""fun"") Block is a note pad that excavates well-known Japanese landmarks as they're used https://t.co/Gxq…","951911259808698371","18905879","2018-01-12 20:18:24 +0000","http://www.spoon-tamago.com/2018/01/12/omoshiro-block/,https://twitter.com/Johnny_Strategy/status/951911259808698371/photo/1,https://twitter.com/Johnny_Strategy/status/951911259808698371/photo/1,https://twitter.com/Johnny_Strategy/status/951911259808698371/photo/1,https://twitter.com/Johnny_Strategy/status/951911259808698371/photo/1"
"952108160659025920","","","2018-01-13 09:20:49 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thevirdas: Dear Twitter,

Once and for all. Comedians aren't getting paid lots and lots of money to joke about politicians. 

Politicia…","952045335618211840","108252113","2018-01-13 05:11:10 +0000",""
"951718476141481984","","","2018-01-12 07:32:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Random missing chalk and duster, the poof of chalk dust as we used to dust the duster. 
Whiteboard and markers just don’t have the same #Ruhaaniyat #OfficeOffice #Meetings","","","",""
"951475565084663808","","","2018-01-11 15:27:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @tanushreevaidya: Its been 5 days and there's no sign of my camera bag! @EtihadAirways is giving me no updates! So disappointed. #etihad…","951428750503116800","20370191","2018-01-11 12:21:05 +0000",""
"950788245310312448","","","2018-01-09 17:55:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","unlocking new photoshop skills.","","","",""
"950779367340167168","950425220623446017","13636782","2018-01-09 17:20:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Couldn't have been better. #Brahmastra #Vishti #Ruhaaniyat","","","",""
"950425220623446017","","","2018-01-08 17:53:25 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mr. Trustee, it’s all up to you now. 
Be good.","","","",""
"947737469197336577","","","2018-01-01 07:53:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thevirdas: Happy New Year! Humbly presenting New Social Media Suggestions for 2018.... 
#Happy2018 #NewYear2018 https://t.co/tlCYij9P8K","947693990081523712","108252113","2018-01-01 05:00:29 +0000","https://twitter.com/thevirdas/status/947693990081523712/photo/1,https://twitter.com/thevirdas/status/947693990081523712/photo/1"
"947497307804655618","","","2017-12-31 15:58:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @Fascinatingpics: Amazing tree! https://t.co/nrB0WdOGWX","947301795621212160","978908012","2017-12-31 03:02:02 +0000","https://twitter.com/Fascinatingpics/status/947301795621212160/photo/1,https://twitter.com/Fascinatingpics/status/947301795621212160/photo/1"
"947187400345833478","","","2017-12-30 19:27:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","New old place, conversations, good food. #Ruhaaniyat","","","",""
"946205509010341888","","","2017-12-28 02:25:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Calvinn_Hobbes: Trust me, I still don’t know what’s going on. https://t.co/d9JHayhOud","946017903060639744","1579422614","2017-12-27 14:00:18 +0000","https://twitter.com/Calvinn_Hobbes/status/946017903060639744/photo/1,https://twitter.com/Calvinn_Hobbes/status/946017903060639744/photo/1"
"944987986869055488","","","2017-12-24 17:47:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yet another brilliant show by @thevirdas 
feel special to have been part of the secret set for this one, kudos to the entire team, thanks for the goodies :D
#BoardingDas #TataTheatre","","","",""
"943799455417098240","943798447144026112","38696238","2017-12-21 11:04:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@punit132 @British_Airways I think they need a better system designer ;) #JustSaying","","","",""
"943797941030055936","943762623857795072","38696238","2017-12-21 10:58:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@punit132 @British_Airways Interesting how it seems everyone but @British_Airways has replied to that tweet of yours 😝","","","",""
"943797401961320448","943762623857795072","38696238","2017-12-21 10:56:50 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@punit132 @British_Airways Ummm web check-in?","","","",""
"942798329498308608","","","2017-12-18 16:46:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Simple is extendable, simple is smart. #DDOS #Internal #OfficeOffice #SixWordStories","","","",""
"942797936278171648","","","2017-12-18 16:45:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @waitbutwhy: Sorry but https://t.co/as6ARVCe8B","942607374338134016","1282121312","2017-12-18 04:08:05 +0000","https://twitter.com/waitbutwhy/status/942607374338134016/photo/1,https://twitter.com/waitbutwhy/status/942607374338134016/photo/1"
"942282652257865728","","","2017-12-17 06:37:45 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Right in the middle of a routine weekend, life aligns up a perfect evening, reminding the… https://t.co/7OIk0qpCLU","","","","https://www.instagram.com/p/BcyyZiSj_Ce/"
"941931419437117440","","","2017-12-16 07:22:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @mashable: So we're basically the Jetsons now? https://t.co/h4nJ57zTg2","941923352033116161","972651","2017-12-16 06:50:01 +0000","https://twitter.com/mashable/status/941923352033116161/video/1,https://twitter.com/mashable/status/941923352033116161/video/1"
"939806916779286528","","","2017-12-10 10:40:04 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @DianeTurnshek: Two scientists walk into a bar. 
""I'll have H2O,"" says the 1st.
""I'll have H2O, too,"" says the 2nd.
Bartender gives them…","939155156645699584","39220879","2017-12-08 15:30:12 +0000",""
"939384870781911040","","","2017-12-09 06:43:00 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @sadserver: ""how do you know the device isn't listening?""

'it glows red when it's muted'

""and how do you know the device is telling th…","938880043345776640","116568685","2017-12-07 21:17:00 +0000",""
"939227419646550016","","","2017-12-08 20:17:21 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","When the coffee runs out. 
The world can wait. 
.
.
.
.
.
#OfficeOffice #AfternoonNaps #MindsAtWork https://t.co/ZAWzVe0YSa","","","","https://www.instagram.com/p/BcdFCUCjQcg/"
"939224283280064512","","","2017-12-08 20:04:53 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Friday night with the boyzes, stories, laughter, same tangents and wavelengths. 
Simple. Organic. 
Realisations, most, if not all, things should be, are. 
Grateful. Glad. Happy.","","","",""
"938472366753157130","","","2017-12-06 18:17:02 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Find someone who looks at you like emptyjayy is looking at whatever-he-is-looking-at when this… https://t.co/gACAAe1U9S","","","","https://www.instagram.com/p/BcXtqgXDifJ/"
"938064867071684608","","","2017-12-05 15:17:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @datukhensem: At a job interview
Interviewer: Do you have experience with Microsoft Excel? 
Me: Yes 
Interviewer: Show me. 
Me: Say no m…","937123938353627136","232130100","2017-12-03 00:58:52 +0000","https://twitter.com/datukhensem/status/937123938353627136/video/1"
"938060379908739073","","","2017-12-05 14:59:57 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Olacabs: Introducing Ola Pedal - a quick, green, and smart way to cover short distances. Pedal is India’s first-of-its-kind bicycle sha…","936576101412872194","233973953","2017-12-01 12:41:57 +0000","https://twitter.com/Olacabs/status/936576101412872194/video/1"
"937967332969693186","937926960356802560","31429379","2017-12-05 08:50:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Thetalllguy Can absolutely understand how closely you can relate to this :p","","","",""
"937966672345890816","","","2017-12-05 08:47:35 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Downloads Aadhar card. #Finally. Cries.","","","",""
"936688003379970048","","","2017-12-01 20:06:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Not saying it’s better than cookies, but if I had to trade it in, it needs to be pictures, drives, music, slowing down, blending in, and understanding conversations on the other side #AboutLastNights #Love #Bros","","","",""
"936686667817148416","","","2017-12-01 20:01:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @pythoroshan: Why doesn't Bollywood make films like Inception? 😂😂 https://t.co/HRiOPAs6BN","936435813146968064","30042256","2017-12-01 03:24:30 +0000","https://twitter.com/pythoroshan/status/936435813146968064/photo/1,https://twitter.com/pythoroshan/status/936435813146968064/photo/1"
